551278.1460861377418, 4120318.7532847560942
551278.61625514924526, 4120317.7061362979002
551279.09889796352945, 4120316.6614002529532
551279.56956194888335, 4120315.6187686235644
551280.04499754030257, 4120314.5693518347107
551280.52748294884805, 4120313.5203801621683
551280.99767090741079, 4120312.4731215788051
551281.48205254797358, 4120311.4091249490157
551281.96795577462763, 4120310.3566468977369
551282.44115186680574, 4120309.2968677924946
551282.92027472844347, 4120308.2515168967657
551283.41606405423954, 4120307.2024333882146
551283.905863229651, 4120306.1408350979909
551284.37811931536999, 4120305.0764709361829
551284.86744441755582, 4120304.017705458682
551285.37450352974702, 4120302.973939712625
551285.88384455314372, 4120301.9202198511921
551286.38644525269046, 4120300.8660285044461
551286.89094761200249, 4120299.8126280969009
551287.38950147479773, 4120298.7508299280889
551287.88306604709942, 4120297.7130727283657
551288.38662554859184, 4120296.6469150483608
551288.84500086540356, 4120295.5870618927293
551289.26313279604074, 4120294.5081497193314
551289.66966325044632, 4120293.4435183838941
551290.09938620286994, 4120292.3861401197501
551290.53690581175033, 4120291.3279907079414
551290.9701779455645, 4120290.2646147958003
551291.40158636064734, 4120289.2001466923393
551291.83150098146871, 4120288.1252388367429
551292.0008988667978, 4120287.0731008974835
551291.72793406888377, 4120286.1460562157445
551291.18043517915066, 4120285.3877418218181
551290.43428814783692, 4120284.846768356394
551289.57111644605175, 4120284.563752562739
551288.66432445670944, 4120284.5634461501613
551287.81142927741166, 4120284.8378000059165
551287.06592993531376, 4120285.3506809766404
551286.23038484691642, 4120285.8213780662045
551285.35871426295489, 4120286.2638299656101
551284.45770762930624, 4120286.7239573509432
551283.57251012965571, 4120287.2180232517421
551282.65922612696886, 4120287.7144227386452
551281.73987796460278, 4120288.2080812016502
551280.78424332477152, 4120288.6581765846349
551279.79852023452986, 4120289.045769832097
551278.80977285606787, 4120289.4831987423822
551277.81997932167724, 4120289.917672268115
551276.79013023083098, 4120290.2920644180849
551275.76325987419114, 4120290.6857833061367
551274.72434833133593, 4120291.0292345713824
551273.67104588961229, 4120291.3555946983397
551272.61564943892881, 4120291.6854968951084
551271.55087928625289, 4120291.9403045079671
551270.48561769293156, 4120292.2321414826438
551269.41397887759376, 4120292.52665132517
551268.34413868119009, 4120292.8164161671884
551267.27124488924164, 4120293.1068761693314
551266.21521492442116, 4120293.4482527910732
551265.15356403042097, 4120293.7694878038019
551264.067586981575, 4120294.0905438456684
551262.97758647566661, 4120294.402238400653
551261.88617393141612, 4120294.6894876160659
551260.7649520826526, 4120294.8940038550645
551259.64313609956298, 4120295.0866214009002
551258.51106305071153, 4120295.2891323403455
551257.39253215491772, 4120295.4852509144694
551256.26784548349679, 4120295.6935759074986
551255.14385215612128, 4120295.9212662815116
551254.05228797171731, 4120296.2484949342906
551252.95229892386124, 4120296.6064432747662
551251.85551632277202, 4120296.9411583077163
551250.74245044740383, 4120297.2566751646809
551249.62770364875905, 4120297.5534404003993
551248.5057626881171, 4120297.8677548714913
551247.39729504683055, 4120298.1712613794953
551246.26194915804081, 4120298.4242376969196
551245.14305304433219, 4120298.7056804201566
551244.00963226857129, 4120298.9638882814907
551242.87865856406279, 4120299.2387856990099
551241.75334891723469, 4120299.5163388145156
551240.62669348076452, 4120299.7793133063242
551239.49469310580753, 4120300.0374194765463
551238.35237403749488, 4120300.29775412241
551237.21044068748597, 4120300.5454714978114
551236.07935081992764, 4120300.7982235727832
551234.94097629899625, 4120301.0593761769123
551233.80588246346451, 4120301.3099020458758
551232.66251916799229, 4120301.5609727827832
551231.53384849231225, 4120301.8227342609316
551230.39200817572419, 4120302.0810180585831
551229.24256382172462, 4120302.3342414335348
551228.08687339466996, 4120302.5999013721012
551226.94860736350529, 4120302.861696829088
551225.81533738633152, 4120303.1235958705656
551224.6680856551975, 4120303.3760899724439
551223.53497489180882, 4120303.6365722040646
551222.39735630201176, 4120303.886546718888
551221.25983630365226, 4120304.1417085435241
551220.11075637163594, 4120304.410848856438
551218.96408434084151, 4120304.6636193511076
551217.834391141776, 4120304.9206156102009
551216.69177230552305, 4120305.1745302909985
551215.54335018014535, 4120305.4196307412349
551214.40394421189558, 4120305.658682897687
551213.25483233167324, 4120305.8963762335479
551212.11330062116031, 4120306.1305586970411
551210.96987851604354, 4120306.361254254356
551209.81620464636944, 4120306.5905923666432
551208.65805791900493, 4120306.7923633768223
551207.50551689905114, 4120306.9307574378327
551206.33848950243555, 4120306.9669992332347
551205.17826632235665, 4120306.9626805796288
551204.01720538444351, 4120306.9831270151772
551202.86051635199692, 4120307.019499163609
551201.71177161636297, 4120307.1256265393458
551200.54827236861456, 4120307.225413064938
551199.39041808538605, 4120307.3201554082334
551198.23109507013578, 4120307.40682816552
551197.07749979535583, 4120307.4874272346497
551195.91823745088186, 4120307.577879213728
551194.74463933671359, 4120307.6606086296961
551193.56728575995658, 4120307.7481409637257
551192.40215835196432, 4120307.8315804577433
551191.23376233421732, 4120307.927018111106
551190.0600015365053, 4120308.0151961827651
551188.90636107325554, 4120308.0952480356209
551187.7498887371039, 4120308.0802028700709
551186.60326437151525, 4120307.9585272134282
551185.44351799658034, 4120307.8691811165772
551184.28948200587183, 4120307.7756190868095
551183.12153093796223, 4120307.6932507380843
551181.96417674724944, 4120307.6148827555589
551180.82382167037576, 4120307.4673946984112
551179.71705070033204, 4120307.1875825976022
551178.59723902924452, 4120306.9429060569964
551177.47953476349358, 4120306.6855138237588
551176.35874222707935, 4120306.4488596795127
551175.28385289828293, 4120306.4533691657707
551174.40876106044743, 4120306.8617194606923
551173.7340120797744, 4120307.5289504206739
551173.25604083423968, 4120308.3379736552015
551172.66802168416325, 4120309.1408512438647
551171.98425592412241, 4120309.8694139481522
551171.27653101121541, 4120310.6172738834284
551170.55974475678522, 4120311.3831339119934
551169.84144591807853, 4120312.154364255257
551169.1201304695569, 4120312.9406068474054
551168.3914688937366, 4120313.7197544458322
551167.65828761702869, 4120314.5246473224834
551166.90770992473699, 4120315.3266426254995
551166.15610470401589, 4120316.1326349428855
551165.40444870048668, 4120316.9499653372914
551164.64665480353869, 4120317.7706327866763
551163.88503115344793, 4120318.5991527675651
551163.12218034476973, 4120319.4322200315073
551162.34978892025538, 4120320.2722862036899
551161.5781153193675, 4120321.1100353691727
551160.79555946227629, 4120321.9500525849871
551160.02565018588211, 4120322.7891294071451
551159.2457178599434, 4120323.6105392728932
551158.4636401279131, 4120324.4568210705183
551157.67980976344552, 4120325.3066503922455
551156.89762570057064, 4120326.1529949405231
551156.11068236280698, 4120327.0094935921952
551155.47027248772793, 4120327.9301909394562
551155.23740083142184, 4120328.9132742066868
551155.38317441253457, 4120329.8649926586077
551155.76005634258036, 4120330.7332861218601
551156.02699271216989, 4120331.6960555459373
551156.29183094785549, 4120332.6811798284762
551156.56739482656121, 4120333.686719042249
551156.85100278072059, 4120334.7031900589354
551157.12376612937078, 4120335.7451449469663
551157.48597461171448, 4120336.7512312857434
551157.94983305316418, 4120337.7212802004069
551158.4918128545396, 4120338.6655409079976
551159.12582787603606, 4120339.5539863738231
551159.85666027665138, 4120340.3446379406378
551160.6733154351823, 4120341.071521803271
551161.52467752923258, 4120341.7541127144359
551162.36650411435403, 4120342.4778670128435
551163.20994306344073, 4120343.2036220519803
551164.04739443596918, 4120343.922799335327
551164.88532710343134, 4120344.6626816056669
551165.74453118618112, 4120345.3987236809917
551166.57692854909692, 4120346.1621051505208
551167.37901421508286, 4120346.9515217277221
551168.16923879180104, 4120347.771754567977
551168.97151890362147, 4120348.5804246221669
551169.77681036724243, 4120349.3989063156769
551170.58832133165561, 4120350.2099851025268
551171.40093955572229, 4120351.0300026731566
551172.21036960068159, 4120351.8544329190627
551173.02102323691361, 4120352.6735981963575
551173.84359637158923, 4120353.481631396804
551174.67195536277723, 4120354.290823679883
551175.50251545326319, 4120355.0895373979583
551176.34707606374286, 4120355.8785684839822
551177.19899270066526, 4120356.6757525615394
551178.04620683728717, 4120357.4663588171825
551178.86016872047912, 4120358.2840621122159
551179.66517865168862, 4120359.1020338390954
551180.49348540324718, 4120359.9293057881296
551181.32453600002918, 4120360.7457947451621
551182.138947193278, 4120361.553053653799
551182.7978555909358, 4120362.2171007059515
551183.28050669445656, 4120362.698285698425
551183.80015829950571, 4120363.2258561858907
